Planned,,,,,,,
,,,,,,,
Fiscal Year,Fiscal Year Type,Account Name,Agency Name,Operating Unit,Category,Sector, Amount 
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Bureau of International Security and Nonproliferation (DOS),Peace and Security,Combating Weapons of Mass Destruction (WMD)," $200,234,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Bureau of Political-Military Affairs (DOS),Peace and Security,Stabilization Operations and Security Sector Reform," $29,425,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Cambodia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $190,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Cambodia,Peace and Security,Stabilization Operations and Security Sector Reform," $3,900,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Chile,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $290,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Colombia,Peace and Security,Counterterrorism," $800,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Colombia,Peace and Security,Stabilization Operations and Security Sector Reform," $3,500,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Croatia,Peace and Security,Stabilization Operations and Security Sector Reform," $900,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Democratic Republic of Congo,Peace and Security,Stabilization Operations and Security Sector Reform," $500,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,East Asia and Pacific Regional Office (DOS),Peace and Security,Combating Weapons of Mass Destruction (WMD)," $380,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,East Asia and Pacific Regional Office (DOS),Peace and Security,Counterterrorism," $2,345,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,East Asia and Pacific Regional Office (DOS),Peace and Security,Stabilization Operations and Security Sector Reform," $1,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Egypt,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $820,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Egypt,Peace and Security,Counterterrorism," $2,600,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Peace and Security,Combating Weapons of Mass Destruction (WMD)," $1,010,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Georgia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $1,250,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Ghana,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $200,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,India,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $950,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,India,Peace and Security,Counterterrorism," $4,050,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Indonesia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $950,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Indonesia,Peace and Security,Counterterrorism," $4,600,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Iraq,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $860,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Iraq,Peace and Security,Counterterrorism," $4,750,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Iraq,Peace and Security,Stabilization Operations and Security Sector Reform," $20,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Jordan,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $1,700,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Jordan,Peace and Security,Counterterrorism," $5,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Kazakhstan,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $1,080,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Kazakhstan,Peace and Security,Counterterrorism," $350,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Kenya,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $500,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Kenya,Peace and Security,Counterterrorism," $6,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Kosovo,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $720,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Kyrgyz Republic,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $800,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Kyrgyz Republic,Peace and Security,Counterterrorism," $450,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Laos,Peace and Security,Stabilization Operations and Security Sector Reform," $9,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Lebanon,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $960,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Lebanon,Peace and Security,Counterterrorism," $2,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Lebanon,Peace and Security,Stabilization Operations and Security Sector Reform," $1,800,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Libya,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $940,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Libya,Peace and Security,Counterterrorism," $1,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Libya,Peace and Security,Stabilization Operations and Security Sector Reform," $1,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Macedonia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $490,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Malaysia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $470,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Malaysia,Peace and Security,Counterterrorism," $800,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Maldives,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $190,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Maldives,Peace and Security,Counterterrorism," $450,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Mexico,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $1,160,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Mexico,Peace and Security,Counterterrorism," $2,750,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Moldova,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $380,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Mongolia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $240,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Montenegro,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $490,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Morocco,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $970,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Morocco,Peace and Security,Counterterrorism," $500,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Mozambique,Peace and Security,Stabilization Operations and Security Sector Reform," $1,525,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Nepal,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $270,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Nepal,Peace and Security,Counterterrorism," $575,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Nigeria,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $100,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Office of the Coordinator for Counterterrorism (DOS),Peace and Security,Counterterrorism," $98,556,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Oman,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $1,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Pakistan,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $770,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Pakistan,Peace and Security,Counterterrorism," $17,100,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Panama,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $190,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Peru,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $150,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Philippines,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $590,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Philippines,Peace and Security,Counterterrorism," $8,510,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Senegal,Peace and Security,Counterterrorism," $1,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Serbia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $610,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Serbia,Peace and Security,Stabilization Operations and Security Sector Reform," $1,800,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Singapore,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $240,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,South Africa,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $300,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,South and Central Asia Regional Office (DOS),Peace and Security,Combating Weapons of Mass Destruction (WMD)," $430,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,South Sudan,Peace and Security,Stabilization Operations and Security Sector Reform," $2,135,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Sri Lanka,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $380,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Sri Lanka,Peace and Security,Stabilization Operations and Security Sector Reform," $2,700,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Sudan,Peace and Security,Stabilization Operations and Security Sector Reform," $1,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Tajikistan,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $810,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Tajikistan,Peace and Security,Counterterrorism," $675,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Tanzania,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $200,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Thailand,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $670,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Thailand,Peace and Security,Counterterrorism," $650,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Trans-Sahara Counter-Terrorism Partnership (DOS),Peace and Security,Counterterrorism," $1,500,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Tunisia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $480,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Tunisia,Peace and Security,Counterterrorism," $1,000,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Turkey,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $820,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Turkmenistan,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $330,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Uganda,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $200,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Ukraine,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $970,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Ukraine,Peace and Security,Stabilization Operations and Security Sector Reform," $1,440,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Uzbekistan,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $540,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Vietnam,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $570,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Vietnam,Peace and Security,Stabilization Operations and Security Sector Reform," $3,500,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Western Hemisphere Regional Office (DOS),Peace and Security,Combating Weapons of Mass Destruction (WMD)," $730,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Western Hemisphere Regional Office (DOS),Peace and Security,Counterterrorism," $4,435,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Yemen,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $770,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Yemen,Peace and Security,Counterterrorism," $2,250,000.00 "
2014,FY 2014 Request,"Nonproliferation, Antiterrorism, Demining and Related Programs",DOS and USAID,Yemen,Peace and Security,Stabilization Operations and Security Sector Reform," $900,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Africa Regional Office (DOS),Peace and Security,Stabilization Operations and Security Sector Reform," $21,150,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Bureau of Political-Military Affairs (DOS),Peace and Security,Stabilization Operations and Security Sector Reform," $91,100,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Cote d'Ivoire,Peace and Security,Stabilization Operations and Security Sector Reform," $2,000,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Democratic Republic of Congo,Peace and Security,Stabilization Operations and Security Sector Reform," $11,000,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Liberia,Peace and Security,Stabilization Operations and Security Sector Reform," $2,000,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Mali,Peace and Security,Stabilization Operations and Security Sector Reform," $83,750,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Multinational Force and Observers (DOS),Peace and Security,Stabilization Operations and Security Sector Reform," $28,000,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,Somalia,Peace and Security,Stabilization Operations and Security Sector Reform," $70,000,000.00 "
2014,FY 2014 Request,Peacekeeping Operations,DOS and USAID,South Sudan,Peace and Security,Stabilization Operations and Security Sector Reform," $38,000,000.00 "
2014,FY 2014 Request,Transition Initiatives,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)","Democracy, Human Rights, and Governance",Civil Society," $6,370,000.00 "
2014,FY 2014 Request,Transition Initiatives,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Peace and Security,Conflict Mitigation and Reconciliation," $44,250,000.00 "
2014,FY 2014 Request,Transition Initiatives,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)","Democracy, Human Rights, and Governance",Good Governance," $6,980,000.00 "
2014,FY 2014 Request,USAID Administrative Expense,DOS and USAID,USAID Capital Investment Fund,Program Management,Direct Administrative Costs," $117,940,000.00 "
2014,FY 2014 Request,USAID Administrative Expense,DOS and USAID,USAID Development Credit Authority Admin,Program Management,Direct Administrative Costs," $8,200,000.00 "
2014,FY 2014 Request,USAID Administrative Expense,DOS and USAID,USAID Inspector General Operating Expense,Program Management,Direct Administrative Costs," $54,200,000.00 "
2014,FY 2014 Request,USAID Administrative Expense,DOS and USAID,USAID Operating Expense,Program Management,Direct Administrative Costs," $1,328,200,000.00 "
2015,FY 2015 Request,N/A,IAF,Worldwide,Multi-Sector,Multi-Sector - Unspecified," $24,000,000.00 "
2015,FY 2015 Request,N/A,Peace Corps,N/A,,," $380,000,000.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - African Development Bank (AfDB),Multi-Sector,International Contributions," $34,118,587.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - African Development Fund (AfDF),Multi-Sector,International Contributions," $195,000,000.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Asian Development Bank (AsDB),Multi-Sector,International Contributions," $112,194,435.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Asian Development Fund (AsDF),Multi-Sector,International Contributions," $115,250,000.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Clean Technology Fund (CTF),Multi-Sector,International Contributions," $201,253,000.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Global Agriculture and Food Security Program (GAFSP) ,Multi-Sector,International Contributions, $-   
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Global Environment Facility (GEF),Multi-Sector,International Contributions," $136,563,000.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Inter-American Development Bank (IDB and FSO),Multi-Sector,International Contributions," $102,020,448.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - International Bank for Reconstruction and Development (IBRD),Multi-Sector,International Contributions," $192,920,689.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - International Development Association (IDA),Multi-Sector,International Contributions," $1,388,000,000.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - International Fund for Agricultural Development (IFAD),Multi-Sector,International Contributions," $30,000,000.00 "
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Multilateral Investment Fund (MIF),Multi-Sector,International Contributions, $-   
2015,FY 2015 Request,N/A,Treasury,International Organizations and Development Institutions (US Treasury) - Strategic Climate Funds (SCF),Multi-Sector,International Contributions," $63,184,000.00 "
2015,FY 2015 Request,N/A,Treasury,U.S. Department of the Treasury - Office of Technical Assistance,Multi-Sector,International Contributions," $23,500,000.00 "
2015,FY 2015 Request,N/A,USADF,Africa Region,Economic Development,Economic Development - General," $24,000,000.00 "
2015,FY 2015 Request,Complex Crises Fund,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Peace and Security,Conflict Mitigation and Reconciliation," $30,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Economic Development,Agriculture," $1,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Education and Social Services,Basic Education," $4,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),"Democracy, Human Rights, and Governance",Civil Society," $1,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Peace and Security,Conflict Mitigation and Reconciliation," $1,575,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Peace and Security,Counterterrorism," $750,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Environment,Environment," $12,980,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),"Democracy, Human Rights, and Governance",Good Governance," $1,750,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Education and Social Services,Higher Education," $10,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Economic Development,Infrastructure," $65,203,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Economic Development,Private Sector Competitiveness," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Economic Development,Trade and Investment," $7,711,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Africa Regional Office (USAID),Health,Water Supply and Sanitation," $4,880,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),Economic Development,Agriculture," $900,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),Education and Social Services,Basic Education," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),"Democracy, Human Rights, and Governance",Civil Society," $800,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),Peace and Security,Conflict Mitigation and Reconciliation," $300,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),Environment,Environment," $2,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),"Democracy, Human Rights, and Governance",Good Governance," $800,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),Education and Social Services,Higher Education," $1,896,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),Economic Development,Private Sector Competitiveness," $700,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Asia Regional (USAID),Economic Development,Trade and Investment," $900,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,Economic Development,Agriculture," $50,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,Education and Social Services,Basic Education," $3,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,"Democracy, Human Rights, and Governance",Civil Society," $6,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,Humanitarian Assistance,Disaster Readiness," $1,400,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,Environment,Environment," $15,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,Economic Development,Private Sector Competitiveness," $2,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $2,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Bangladesh,Peace and Security,Transnational Crime," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Barbados and Eastern Caribbean (DOS & USAID),Education and Social Services,Basic Education," $2,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Barbados and Eastern Caribbean (DOS & USAID),Economic Development,Economic Opportunity," $1,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Barbados and Eastern Caribbean (DOS & USAID),Environment,Environment," $5,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Barbados and Eastern Caribbean (DOS & USAID),Education and Social Services,Social Services," $1,500,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,Brazil,Economic Development,Agriculture," $2,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)","Democracy, Human Rights, and Governance",Civil Society," $7,820,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Peace and Security,Conflict Mitigation and Reconciliation," $3,551,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Humanitarian Assistance,Disaster Readiness," $11,994,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Environment,Environment," $6,000,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)","Democracy, Human Rights, and Governance",Good Governance," $7,446,000.00 "
2015,FY 2015 Request,Development Assistance,DOS and USAID,"Bureau for Democracy, Conflict, and Humanitarian Assistance (USAID)",Education and Social Services,Higher Education," $4,037,000.00 "
